Time(s),CTSresistance,PatientWeight(kg),HeartRate(1/min),HeartStrokeVolume(mL),BloodVolume(L),ExtravascularFluidVolume(L),ArterialPressure(mmHg),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),CardiacOutput(L/min),HemoglobinContent(g),CentralVenousPressure(mmHg),PulmonaryCapillariesWedgePressure(mmHg),RespirationRate(1/min),OxygenSaturation,CarbonDioxideSaturation,TidalVolume(mL),TotalLungVolume(L),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),TranspulmonaryPressure(cmH2O),RespiratoryExchangeRatio,CoreTemperature(degC),SkinTemperature(degC),GlomerularFiltrationRate(mL/min),RenalBloodFlow(L/min),UrineProductionRate(mL/min),LeftAfferentArterioleResistance(mmHg_min/mL),RightAfferentArterioleResistance(mmHg_min/mL),OxygenConsumptionRate(mL/min),CarbonDioxideProductionRate(mL/min),LeftAlveoli-Pressure(cmH2O),LeftAlveoli-Oxygen-PartialPressure(mmHg),LeftAlveoli-CarbonDioxide-PartialPressure(mmHg),RightAlveoli-Pressure(cmH2O),RightAlveoli-Oxygen-PartialPressure(mmHg),RightAlveoli-CarbonDioxide-PartialPressure(mmHg),Trachea-Oxygen-PartialPressure(cmH2O),Trachea-CarbonDioxide-PartialPressure(cmH2O),Aorta-Oxygen-PartialPressure(mmHg),Aorta-CarbonDioxide-PartialPressure(mmHg),VenaCava-Oxygen-PartialPressure(mmHg),VenaCava-CarbonDioxide-PartialPressure(mmHg),RightTubules-Sodium-Concentration(g/L),LeftTubules-Sodium-Concentration(g/L),Oxygen-AlveolarTransfer(mL/s),CarbonDioxide-AlveolarTransfer(mL/s),Epinephrine-BloodConcentration(ug/L),LiverGlycogen(g),MuscleGlycogen(g),NeuromuscularBlockLevel,SedationLevel,LeftEyePupillaryResponse-SizeModifier,LeftEyePupillaryResponse-ReactivityModifier,RightEyePupillaryResponse-SizeModifier,RightEyePupillaryResponse-ReactivityModifier,Aorta-Prednisone-Concentration(ug/L),VenaCava-Prednisone-Concentration(ug/L),BoneVasculature-Prednisone-Concentration(ug/L),BrainVasculature-Prednisone-Concentration(ug/L),FatVasculature-Prednisone-Concentration(ug/L),GutVasculature-Prednisone-Concentration(ug/L),LeftKidneyVasculature-Prednisone-Concentration(ug/L),LeftLungVasculature-Prednisone-Concentration(ug/L),LiverVasculature-Prednisone-Concentration(ug/L),MuscleVasculature-Prednisone-Concentration(ug/L),MyocardiumVasculature-Prednisone-Concentration(ug/L),RightKidneyVasculature-Prednisone-Concentration(ug/L),RightLungVasculature-Prednisone-Concentration(ug/L),SkinVasculature-Prednisone-Concentration(ug/L),SpleenVasculature-Prednisone-Concentration(ug/L),BoneTissueExtracellular-Prednisone-Concentration(ug/L),BrainTissueExtracellular-Prednisone-Concentration(ug/L),FatTissueExtracellular-Prednisone-Concentration(ug/L),GutTissueExtracellular-Prednisone-Concentration(ug/L),LeftKidneyTissueExtracellular-Prednisone-Concentration(ug/L),LeftLungTissueExtracellular-Prednisone-Concentration(ug/L),LiverTissueExtracellular-Prednisone-Concentration(ug/L),MuscleTissueExtracellular-Prednisone-Concentration(ug/L),MyocardiumTissueExtracellular-Prednisone-Concentration(ug/L),RightKidneyTissueExtracellular-Prednisone-Concentration(ug/L),RightLungTissueExtracellular-Prednisone-Concentration(ug/L),SkinTissueExtracellular-Prednisone-Concentration(ug/L),SpleenTissueExtracellular-Prednisone-Concentration(ug/L),BoneTissueIntracellular-Prednisone-Concentration(ug/L),BrainTissueIntracellular-Prednisone-Concentration(ug/L),FatTissueIntracellular-Prednisone-Concentration(ug/L),GutTissueIntracellular-Prednisone-Concentration(ug/L),LeftKidneyTissueIntracellular-Prednisone-Concentration(ug/L),LeftLungTissueIntracellular-Prednisone-Concentration(ug/L),LiverTissueIntracellular-Prednisone-Concentration(ug/L),MuscleTissueIntracellular-Prednisone-Concentration(ug/L),MyocardiumTissueIntracellular-Prednisone-Concentration(ug/L),RightKidneyTissueIntracellular-Prednisone-Concentration(ug/L),RightLungTissueIntracellular-Prednisone-Concentration(ug/L),SkinTissueIntracellular-Prednisone-Concentration(ug/L),SpleenTissueIntracellular-Prednisone-Concentration(ug/L),Prednisone-PlasmaConcentration(ug/L),Prednisone-EffectSiteConcentration(ug/mL),Prednisone-SystemicMassCleared(ug),Prednisone-MassInBody(ug),Prednisone-LeftKidneyTissue-PartitionCoefficient,Prednisone-RightKidneyTissue-PartitionCoefficient,Prednisone-BrainTissue-PartitionCoefficient,Prednisone-RightLungTissue-PartitionCoefficient,Prednisone-LeftLungTissue-PartitionCoefficient,Prednisone-LiverTissue-PartitionCoefficient,Prednisone-BoneTissue-PartitionCoefficient,Prednisone-FatTissue-PartitionCoefficient,Prednisone-SkinTissue-PartitionCoefficient,Prednisone-MuscleTissue-PartitionCoefficient,Prednisone-SpleenTissue-PartitionCoefficient,Prednisone-GutTissue-PartitionCoefficient,Prednisone-MyocardiumTissue-PartitionCoefficient,LiverTissueIntracellular-Prednisone-MassCleared(ug),LeftKidneyTissueIntracellular-Prednisone-MassCleared(ug),RightKidneyTissueIntracellular-Prednisone-MassCleared(ug),LiverTissueIntracellular-Prednisone-MassExcreted(ug)
0.48,0,77.6,72,80.4,5.53,34.4,77.5,95.8,115,74.3,5.79,846,3.89,6.38,16.57,0.980,0.029,531,2.79,0.0431,7.50,6.01,0.871,36.6,31.3,86,0.88,0.362,0.0367,0.0367,257.256,239.035,1034,118,38.0,1034,119,37.7,179,35.5,95.9,39.9,37.9,44.6,2.15,2.15,3.26,-3.17,0.028213,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.50,0,77.6,72,80.4,5.53,34.4,76.4,95.8,115,74.3,5.79,846,3.89,6.38,16.57,0.980,0.029,531,2.78,0.0431,7.50,5.94,0.871,36.6,31.3,84,0.86,0.320,0.0367,0.0367,257.256,239.035,1034,118,38.0,1034,119,37.7,178,36.4,95.9,39.9,37.9,44.6,2.15,2.15,3.31,-2.55,0.028202,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.52,0,77.6,72,80.4,5.53,34.4,75.3,95.8,115,74.3,5.79,846,3.90,6.38,16.57,0.980,0.029,531,2.76,0.0431,7.50,5.87,0.871,36.6,31.3,82,0.85,0.280,0.0367,0.0367,257.256,239.035,1034,118,38.0,1034,119,37.7,177,37.3,95.9,39.9,37.9,44.6,2.15,2.15,3.16,-3.09,0.028189,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.54,0,77.6,72,80.4,5.53,34.4,74.4,95.8,115,74.3,5.79,846,3.90,6.38,16.57,0.980,0.029,531,2.75,0.0431,7.50,5.80,0.871,36.6,31.3,80,0.84,0.244,0.0367,0.0367,257.256,239.035,1034,118,38.0,1034,119,37.7,176,38.0,95.9,39.9,37.9,44.6,2.15,2.15,3.25,-2.51,0.028176,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.56,0,77.6,72,80.4,5.53,34.4,77.5,95.8,115,74.3,5.79,846,3.90,6.38,16.57,0.980,0.029,531,2.74,0.0431,7.50,5.74,0.871,36.6,31.3,85,0.89,0.332,0.0367,0.0367,257.256,239.035,1034,118,38.1,1034,119,37.8,175,38.7,95.9,39.9,37.9,44.6,2.15,2.15,3.26,-3.20,0.028164,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.58,0,77.6,72,80.4,5.53,34.4,82.8,95.8,115,74.3,5.79,846,3.91,6.38,16.57,0.980,0.029,531,2.72,0.0431,7.50,5.68,0.871,36.6,31.3,95,0.97,0.514,0.0367,0.0367,257.256,239.035,1034,118,38.1,1034,119,37.7,174,39.3,95.9,39.9,37.9,44.6,2.15,2.15,3.58,-2.79,0.028155,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.60,0,77.6,72,80.4,5.53,34.4,88.9,95.8,115,74.3,5.79,846,3.91,6.38,16.57,0.980,0.029,531,2.71,0.0431,7.50,5.63,0.871,36.6,31.3,107,1.05,0.740,0.0367,0.0367,257.256,239.035,1034,118,38.1,1034,119,37.8,174,39.9,95.9,39.9,37.9,44.6,2.15,2.15,3.75,-3.62,0.028149,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.62,0,77.6,72,80.4,5.53,34.4,94.8,95.8,115,74.3,5.79,846,3.92,6.38,16.57,0.980,0.029,531,2.70,0.0431,7.50,5.58,0.871,36.6,31.3,119,1.13,0.971,0.0367,0.0367,257.256,239.035,1034,118,38.1,1034,119,37.8,173,40.3,95.9,39.9,37.9,44.6,2.15,2.15,4.14,-3.26,0.028147,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.64,0,77.6,72,80.4,5.53,34.4,100.2,95.8,115,74.3,5.79,846,3.92,6.38,16.57,0.980,0.029,531,2.70,0.0431,7.50,5.54,0.871,36.6,31.3,129,1.19,1.182,0.0367,0.0367,257.256,239.035,1034,118,38.2,1034,119,37.8,173,40.8,95.9,39.9,37.9,44.6,2.15,2.15,4.32,-4.09,0.028148,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.66,0,77.6,72,80.4,5.53,34.4,104.6,95.8,115,74.3,5.79,846,3.93,6.38,16.57,0.980,0.029,531,2.69,0.0431,7.50,5.50,0.871,36.6,31.3,138,1.24,1.362,0.0367,0.0367,257.256,239.035,1034,118,38.1,1034,119,37.8,172,41.2,95.9,39.9,37.9,44.6,2.15,2.15,4.67,-3.68,0.028152,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.68,0,77.6,72,80.4,5.53,34.4,108.0,95.8,115,74.3,5.79,846,3.93,6.38,16.57,0.980,0.029,531,2.68,0.0431,7.50,5.46,0.871,36.6,31.3,145,1.28,1.505,0.0367,0.0367,257.256,239.035,1034,118,38.2,1034,119,37.9,172,41.5,95.9,39.9,37.9,44.6,2.14,2.14,4.77,-4.45,0.028159,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.70,0,77.6,72,80.4,5.53,34.4,110.6,95.8,115,74.3,5.79,846,3.94,6.38,16.57,0.980,0.029,531,2.67,0.0431,7.50,5.43,0.871,36.6,31.3,151,1.31,1.614,0.0367,0.0367,257.256,239.035,1034,118,38.2,1034,119,37.9,172,41.8,95.9,39.9,37.9,44.6,2.14,2.14,5.02,-3.96,0.028167,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.72,0,77.6,72,80.4,5.53,34.4,112.5,95.8,115,74.3,5.79,846,3.94,6.38,16.57,0.980,0.029,531,2.67,0.0431,7.50,5.39,0.871,36.6,31.3,155,1.33,1.693,0.0367,0.0367,257.256,239.035,1034,118,38.3,1034,119,37.9,171,42.1,95.9,39.9,37.9,44.6,2.14,2.14,5.03,-4.65,0.028178,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.74,0,77.6,72,80.4,5.53,34.4,113.7,95.8,115,74.3,5.79,846,3.95,6.38,16.57,0.980,0.029,531,2.66,0.0431,7.50,5.36,0.871,36.6,31.3,157,1.34,1.746,0.0367,0.0367,257.256,239.035,1034,118,38.2,1034,119,37.9,171,42.4,95.9,39.9,37.9,44.6,2.14,2.14,5.20,-4.08,0.028189,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.76,0,77.6,72,80.4,5.53,34.4,114.4,95.8,115,74.3,5.79,846,3.96,6.38,16.57,0.980,0.029,531,2.65,0.0431,7.50,5.34,0.871,36.6,31.3,158,1.34,1.778,0.0367,0.0367,257.256,239.035,1034,118,38.3,1034,119,38.0,171,42.6,95.9,39.9,37.9,44.6,2.14,2.14,5.13,-4.71,0.028200,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.78,0,77.6,72,80.4,5.53,34.4,114.7,95.8,115,74.3,5.79,846,3.96,6.38,16.57,0.980,0.029,531,2.65,0.0431,7.50,5.31,0.871,36.6,31.3,159,1.35,1.793,0.0367,0.0367,257.256,239.035,1034,118,38.3,1034,118,38.0,170,42.8,95.9,39.9,37.9,44.6,2.14,2.14,5.23,-4.08,0.028212,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.80,0,77.6,72,80.4,5.53,34.4,114.6,95.8,115,74.3,5.79,846,3.97,6.38,16.57,0.980,0.029,531,2.64,0.0431,7.50,5.29,0.871,36.6,31.3,159,1.34,1.795,0.0367,0.0367,257.256,239.035,1034,118,38.4,1034,119,38.0,170,43.0,95.9,39.9,37.9,44.6,2.14,2.14,5.11,-4.67,0.028225,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.82,0,77.6,72,80.4,5.53,34.4,114.3,95.8,115,74.3,5.79,846,3.97,6.38,16.57,0.980,0.029,531,2.64,0.0431,7.50,5.27,0.871,36.6,31.3,158,1.34,1.783,0.0367,0.0367,257.256,239.035,1033,117,38.3,1033,118,38.0,170,43.1,95.9,39.9,37.9,44.6,2.14,2.14,5.17,-4.01,0.028237,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.84,0,77.6,72,80.4,5.53,34.4,113.4,95.8,115,74.3,5.79,846,3.98,6.38,16.57,0.980,0.029,531,2.64,0.0431,7.50,5.25,0.871,36.6,31.3,157,1.33,1.755,0.0367,0.0367,257.256,239.035,1033,118,38.4,1033,118,38.1,170,43.3,95.9,39.9,37.9,44.6,2.14,2.14,5.02,-4.58,0.028248,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.86,0,77.6,72,80.4,5.53,34.4,111.8,95.8,115,74.3,5.79,846,3.98,6.38,16.57,0.980,0.029,531,2.63,0.0431,7.50,5.23,0.871,36.6,31.3,153,1.30,1.698,0.0367,0.0367,257.256,239.035,1033,117,38.4,1033,118,38.1,170,43.4,95.9,39.9,37.9,44.6,2.14,2.14,5.05,-3.89,0.028259,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.88,0,77.6,72,80.4,5.53,34.4,109.8,95.8,115,74.3,5.79,846,3.99,6.38,16.57,0.980,0.029,531,2.63,0.0431,7.50,5.22,0.871,36.6,31.3,150,1.27,1.624,0.0367,0.0367,257.256,239.035,1033,117,38.5,1033,118,38.1,170,43.6,95.9,39.9,37.9,44.6,2.14,2.14,4.86,-4.43,0.028268,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.90,0,77.6,72,80.4,5.53,34.4,107.9,95.8,115,74.3,5.79,846,3.99,6.38,16.57,0.980,0.029,531,2.63,0.0431,7.50,5.20,0.871,36.6,31.3,146,1.25,1.550,0.0367,0.0367,257.256,239.035,1033,117,38.4,1033,118,38.1,169,43.7,95.9,39.9,37.9,44.6,2.14,2.14,4.86,-3.72,0.028277,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.92,0,77.6,72,80.4,5.53,34.4,106.0,95.8,115,74.3,5.79,846,4.00,6.38,16.57,0.980,0.029,531,2.62,0.0431,7.50,5.19,0.871,36.6,31.3,142,1.23,1.477,0.0367,0.0367,257.256,239.035,1033,117,38.5,1033,118,38.2,169,43.8,95.9,39.9,37.9,44.6,2.14,2.14,4.66,-4.25,0.028284,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.94,0,77.6,72,80.4,5.53,34.4,104.2,95.8,115,74.3,5.79,846,4.00,6.38,16.57,0.980,0.029,531,2.62,0.0431,7.50,5.18,0.871,36.6,31.3,138,1.20,1.406,0.0367,0.0367,257.256,239.035,1033,117,38.5,1033,118,38.2,169,43.9,95.9,39.9,37.9,44.6,2.14,2.14,4.66,-3.54,0.028290,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.96,0,77.6,72,80.4,5.53,34.4,102.4,95.8,115,74.3,5.79,846,4.00,6.38,16.57,0.980,0.029,531,2.62,0.0431,7.50,5.17,0.871,36.6,31.3,135,1.18,1.336,0.0367,0.0367,257.256,239.035,1033,117,38.6,1033,118,38.2,169,44.0,95.9,39.9,37.9,44.6,2.14,2.14,4.47,-4.08,0.028295,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
0.98,0,77.6,72,80.4,5.53,34.4,100.7,95.8,115,74.3,5.79,846,3.99,6.38,16.57,0.980,0.029,531,2.62,0.0431,7.50,5.16,0.871,36.6,31.3,131,1.16,1.269,0.0367,0.0367,257.256,239.035,1033,117,38.5,1033,118,38.2,169,44.0,95.9,39.9,37.9,44.6,2.14,2.14,4.47,-3.37,0.028298,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
1.00,0,77.6,72,80.4,5.53,34.4,99.0,95.8,115,74.3,5.79,846,3.98,6.38,16.57,0.980,0.029,531,2.61,0.0431,7.50,5.15,0.871,36.6,31.3,128,1.14,1.203,0.0367,0.0367,257.256,239.035,1033,117,38.6,1033,118,38.3,169,44.1,95.9,39.9,37.9,44.6,2.14,2.14,4.28,-3.91,0.028301,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
1.02,0,77.6,72,80.4,5.53,34.4,97.4,95.8,115,74.3,5.79,846,3.98,6.38,16.57,0.980,0.029,531,2.61,0.0431,7.50,5.14,0.870,36.6,31.3,125,1.12,1.138,0.0367,0.0367,257.366,238.889,1033,117,38.6,1033,118,38.2,169,44.2,95.9,39.9,37.9,44.6,2.14,2.14,4.28,-3.19,0.028302,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
1.04,0,77.6,72,80.4,5.53,34.4,95.8,95.8,115,74.3,5.79,846,3.97,6.38,16.57,0.980,0.029,531,2.61,0.0431,7.50,5.13,0.870,36.6,31.3,122,1.10,1.076,0.0367,0.0367,257.366,238.889,1033,117,38.6,1033,118,38.3,169,44.2,95.9,39.9,37.9,44.6,2.14,2.14,4.10,-3.75,0.028303,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
1.06,0,77.6,72,80.4,5.53,34.4,94.3,95.8,115,74.3,5.79,846,3.96,6.38,16.57,0.980,0.029,531,2.61,0.0431,7.50,5.12,0.870,36.6,31.3,119,1.08,1.015,0.0367,0.0367,257.366,238.889,1033,117,38.6,1033,118,38.3,169,44.3,95.9,39.9,37.9,44.6,2.14,2.14,4.12,-3.06,0.028302,117,592.20,0,0,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0,0,0,0
